time,user_id,channel_capacity,estimated_throughput,selected_bitrate
206,0,6094.63,4293.2,2000
206,1,4296.39,2974.74,2000
206,2,1388.11,1090.66,500
206,3,7216.42,5615.4,4000
206,4,5447.11,4315.6,2000
206,5,1515.78,995.5,500
206,6,6029.8,5292.43,4000
206,7,2642.5,2057.29,1000
207,0,6259.07,4765.39,4000
207,1,4279.01,3432.27,2000
207,2,1210.06,1145.45,1000
207,3,7480.87,5872.8,4000
207,4,5299.83,4494.56,4000
207,5,1375.44,1175.98,1000
207,6,5985.32,5633.99,4000
207,7,2414.3,2389.84,2000
208,0,6554.1,5171.89,4000
208,1,4565.08,3526.24,2000
208,2,1001.88,1044.58,500
208,3,7671.83,5974.21,4000
208,4,5286.56,4461.75,4000
208,5,1292.8,1172.37,1000
208,6,6027.32,5114.19,4000
208,7,2650.6,2349.03,2000
209,0,6646.65,5214.71,4000
209,1,4711.16,3427.73,2000
209,2,1000.0,961.94,500
209,3,7657.49,6019.17,4000
209,4,5389.19,4275.52,2000
209,5,1258.14,1165.75,1000
209,6,6375.62,5612.46,4000
209,7,2860.44,2235.08,2000
210,0,6859.77,5085.21,4000
210,1,4403.86,3606.86,2000
210,2,1217.82,896.48,500
210,3,7661.02,6982.94,4000
210,4,5240.09,4024.99,2000
210,5,1213.26,1108.39,500
210,6,6577.85,5826.07,4000
210,7,2714.33,2136.57,1000
211,0,6812.7,5770.78,4000
211,1,4702.14,3475.94,2000
211,2,1371.04,1038.35,500
211,3,7890.75,7311.42,4000
211,4,5125.18,4291.04,2000
211,5,1051.28,1152.34,1000
211,6,6424.45,6127.52,4000
211,7,2763.39,2487.54,2000
212,0,6758.71,5783.92,4000
212,1,4936.51,3503.16,2000
212,2,1616.3,1160.89,1000
212,3,8218.68,6716.17,4000
212,4,4852.14,4198.33,2000
212,5,1013.23,1047.07,500
212,6,6338.16,5957.45,4000
212,7,2885.7,2431.95,2000
213,0,6536.88,5429.93,4000
213,1,5129.46,3678.91,2000
213,2,1669.74,1150.52,1000
213,3,8534.06,5935.87,4000
213,4,4685.34,3763.69,2000
213,5,1000.0,893.28,500
213,6,6612.18,5856.12,4000
213,7,2992.03,2620.57,2000
214,0,6188.7,5304.1,4000
214,1,5120.82,4189.2,2000
214,2,1427.24,1165.75,1000
214,3,8476.71,6156.08,4000
214,4,4623.19,3652.02,2000
214,5,1093.99,909.44,500
214,6,6623.57,5588.59,4000
214,7,3147.88,2685.43,2000
215,0,6351.77,5261.39,4000
215,1,4712.99,4080.86,2000
215,2,1499.27,1294.33,1000
215,3,8212.93,5969.94,4000
215,4,4828.89,3580.5,2000
215,5,1000.0,831.75,500
215,6,6796.76,5492.04,4000
215,7,3424.34,2627.03,2000
216,0,6589.6,5184.46,4000
216,1,4844.71,3884.22,2000
216,2,1470.64,1290.33,1000
216,3,8163.38,6323.62,4000
216,4,4956.42,4082.14,2000
216,5,1190.89,838.62,500
216,6,6828.34,5522.22,4000
216,7,3307.06,2824.72,2000
217,0,6609.92,5251.38,4000
217,1,4835.24,3860.83,2000
217,2,1828.9,1370.64,1000
217,3,8459.45,6522.74,4000
217,4,5137.13,3949.12,2000
217,5,1207.66,854.24,500
217,6,7080.13,5504.39,4000
217,7,3436.56,3086.34,2000
218,0,6412.2,5425.62,4000
218,1,4843.74,3866.45,2000
218,2,1624.15,1300.38,1000
218,3,8634.82,6966.54,4000
218,4,5266.85,4164.6,2000
218,5,1282.03,862.4,500
218,6,7080.53,5525.08,4000
218,7,3540.25,3035.51,2000
219,0,6245.84,5146.65,4000
219,1,5024.22,3996.71,2000
219,2,1433.65,1299.81,1000
219,3,8802.03,6982.37,4000
219,4,5434.84,4406.55,2000
219,5,1339.66,925.55,500
219,6,6831.92,5537.97,4000
219,7,3602.64,3174.25,2000
220,0,6315.61,4547.82,4000
220,1,5097.11,3929.73,2000
220,2,1180.05,1168.1,1000
220,3,8557.41,7063.33,4000
220,4,6000.0,4702.85,4000
220,5,1293.81,864.62,500
220,6,7014.66,5675.31,4000
220,7,3439.97,3004.2,2000
221,0,6249.93,4652.72,4000
221,1,4698.13,3882.62,2000
221,2,1069.19,1082.12,500
221,3,8720.49,7162.68,4000
221,4,6000.0,4732.97,4000
221,5,1230.9,868.67,500
221,6,7203.79,5386.07,4000
221,7,2961.46,2932.71,2000
222,0,6234.27,4940.89,4000
222,1,4758.44,3927.04,2000
222,2,1081.87,997.08,500
222,3,8919.99,7122.26,4000
222,4,6000.0,4427.8,2000
222,5,1073.31,844.36,500
222,6,7420.98,5880.16,4000
222,7,2664.87,2757.48,2000
223,0,5689.71,4890.51,4000
223,1,4626.08,4091.43,2000
223,2,1000.0,946.92,500
223,3,9039.83,7801.65,4000
223,4,5343.8,4234.23,2000
223,5,1455.66,894.47,500
223,6,7553.74,5912.53,4000
223,7,2702.09,2503.69,2000
224,0,5726.45,4424.1,2000
224,1,4495.54,4217.56,2000
224,2,1461.53,951.74,500
224,3,9379.86,7834.2,4000
224,4,5032.66,4517.85,4000
224,5,1490.59,1130.06,1000
224,6,7401.73,5612.26,4000
224,7,2448.47,2469.11,2000
225,0,5533.5,4213.25,2000
225,1,4897.92,4107.98,2000
225,2,1495.65,1030.86,500
225,3,9538.85,7954.51,4000
225,4,4827.14,4264.5,2000
225,5,1307.7,1115.76,1000
225,6,7259.37,5392.82,4000
225,7,2417.47,2242.4,2000
226,0,5403.94,4899.02,4000
226,1,5229.24,4748.56,4000
226,2,1619.72,1328.78,1000
226,3,9578.34,8573.23,4000
226,4,4509.16,4457.08,4000
226,5,1339.4,1268.09,1000
226,6,7525.04,6183.99,4000
226,7,2323.56,2214.34,1000
227,0,5291.8,4508.47,4000
227,1,5288.88,4890.5,4000
227,2,1426.14,1334.8,1000
227,3,9542.53,8457.46,4000
227,4,4783.3,4416.59,2000
227,5,1010.72,1110.94,500
227,6,7908.66,6365.07,4000
227,7,2604.15,2150.74,1000
228,0,5106.86,4629.6,4000
228,1,4955.23,4374.22,2000
228,2,1368.29,1234.02,1000
228,3,9651.15,8403.07,4000
228,4,4843.35,4399.4,2000
228,5,1198.69,1123.95,1000
228,6,8106.14,6387.59,4000
228,7,2846.55,2146.31,1000
229,0,5033.25,4681.06,4000
229,1,5318.42,4410.97,2000
229,2,1597.6,1166.3,1000
229,3,9630.89,8937.69,8000
229,4,4591.24,4367.37,2000
229,5,1000.0,1051.03,500
229,6,7738.13,6469.15,4000
229,7,2503.09,2308.36,2000
230,0,5004.55,4422.82,2000
230,1,5460.11,4265.58,2000
230,2,1498.99,1247.03,1000
230,3,9618.65,8371.34,4000
230,4,4769.09,4035.47,2000
230,5,1466.94,1142.77,1000
230,6,7940.14,6601.03,4000
230,7,2291.07,2248.76,2000
231,0,5023.7,4561.06,4000
231,1,5332.17,4201.79,2000
231,2,1183.28,1349.15,1000
231,3,10129.2,8335.99,4000
231,4,4807.92,4043.93,2000
231,5,1526.66,1227.69,1000
231,6,7925.66,7457.81,4000
231,7,2107.29,2207.69,1000
232,0,4714.67,4951.66,4000
232,1,5645.76,4732.32,4000
232,2,1292.93,1361.33,1000
232,3,10263.81,8132.72,4000
232,4,4986.85,4288.57,2000
232,5,1885.81,1356.15,1000
232,6,8471.93,8077.74,4000
232,7,2000.0,2241.78,2000
233,0,4196.04,4318.28,2000
233,1,5640.25,4628.8,4000
233,2,1461.21,1345.33,1000
233,3,10217.14,7986.27,4000
233,4,5169.12,4174.89,2000
233,5,1938.49,1380.82,1000
233,6,8557.35,8097.25,4000
233,7,2000.0,2177.15,1000
234,0,4000.0,4282.99,2000
234,1,5585.33,5287.26,4000
234,2,1552.64,1338.1,1000
234,3,9828.29,8598.99,4000
234,4,5219.33,4508.06,4000
234,5,1953.61,1458.65,1000
234,6,8567.67,8607.07,4000
234,7,2259.29,2438.13,2000
235,0,4000.0,3901.79,2000
235,1,5711.58,5116.93,4000
235,2,1565.32,1324.62,1000
235,3,9649.9,8626.77,4000
235,4,4764.14,4577.57,4000
235,5,1847.74,1582.66,1000
235,6,8219.68,8192.65,4000
235,7,2685.32,2311.96,2000
236,0,4000.0,4008.7,2000
236,1,5731.85,4796.26,4000
236,2,1493.22,1261.65,1000
236,3,10284.74,8151.41,4000
236,4,4754.17,4240.11,2000
236,5,1637.1,1542.89,1000
236,6,8186.14,7433.26,4000
236,7,2815.15,2378.44,2000
237,0,4037.4,4033.27,2000
237,1,5756.31,4772.94,4000
237,2,1558.62,1259.5,1000
237,3,10495.7,7824.78,4000
237,4,4852.33,4378.24,2000
237,5,1705.14,1524.48,1000
237,6,7790.58,7192.59,4000
237,7,2827.71,2422.31,2000
238,0,4606.36,3876.14,2000
238,1,5543.26,4487.97,4000
238,2,1636.33,1312.64,1000
238,3,10363.4,8214.42,4000
238,4,4635.01,4207.21,2000
238,5,1703.51,1536.07,1000
238,6,7824.92,6584.69,4000
238,7,3557.26,2444.12,2000
239,0,4502.7,4010.77,2000
239,1,5294.46,4279.27,2000
239,2,1718.79,1467.53,1000
239,3,10813.76,7894.92,4000
239,4,4309.61,4004.29,2000
239,5,1425.56,1429.49,1000
239,6,7793.7,6191.0,4000
239,7,3561.18,2663.93,2000
240,0,4041.06,4047.03,2000
240,1,5187.3,4731.59,4000
240,2,1873.2,1789.99,1000
240,3,10729.53,9144.72,8000
240,4,4098.0,4246.29,2000
240,5,1564.41,1434.35,1000
240,6,7711.0,6291.03,4000
240,7,3433.64,2904.47,2000
241,0,4067.85,3762.58,2000
241,1,4917.67,4378.55,2000
241,2,1846.91,1692.69,1000
241,3,10829.36,8736.7,4000
241,4,4188.1,4032.75,2000
241,5,1640.05,1460.48,1000
241,6,7783.74,6787.26,4000
241,7,3306.89,2817.23,2000
242,0,4144.81,4017.3,2000
242,1,5434.73,4855.45,4000
242,2,1637.24,1747.67,1000
242,3,11130.01,9448.03,8000
242,4,4233.08,3978.59,2000
242,5,1765.73,1428.2,1000
242,6,7758.24,7364.61,4000
242,7,3096.28,2960.01,2000
243,0,4000.0,3525.74,2000
243,1,5300.08,5236.25,4000
243,2,1567.22,1606.55,1000
243,3,10759.26,9652.89,8000
243,4,4028.66,3856.25,2000
243,5,1595.65,1314.23,1000
243,6,7655.12,6695.61,4000
243,7,2911.6,2877.58,2000
244,0,4000.0,3410.82,2000
244,1,5474.81,5291.16,4000
244,2,1505.75,1610.47,1000
244,3,10955.1,9511.43,8000
244,4,3661.03,3541.01,2000
244,5,1406.24,1344.95,1000
244,6,7461.16,6101.49,4000
244,7,2931.35,2700.16,2000
245,0,4019.89,3225.07,2000
245,1,5664.52,5302.62,4000
245,2,1610.2,1509.62,1000
245,3,11024.8,8686.59,4000
245,4,3608.87,3360.34,2000
245,5,1359.34,1290.59,1000
245,6,7675.63,6223.16,4000
245,7,3069.74,2688.19,2000
246,0,4000.0,3332.36,2000
246,1,5609.38,4919.3,4000
246,2,1581.15,1451.12,1000
246,3,11159.87,7863.49,4000
246,4,3664.69,3436.58,2000
246,5,1179.58,1225.38,1000
246,6,7946.68,5918.29,4000
246,7,3122.31,2550.24,2000
247,0,4000.0,3282.74,2000
247,1,5802.09,4351.72,2000
247,2,1423.07,1451.56,1000
247,3,11266.83,8722.36,4000
247,4,3239.21,3308.62,2000
247,5,1095.38,1157.18,1000
247,6,7864.31,5598.21,4000
247,7,3541.03,2493.39,2000
248,0,4000.0,3409.92,2000
248,1,5830.61,5212.29,4000
248,2,1432.35,1365.73,1000
248,3,11034.94,8857.2,4000
248,4,3191.65,3116.09,2000
248,5,1000.0,1106.97,500
248,6,8205.12,6539.65,4000
248,7,3465.12,2900.25,2000
249,0,4643.0,3839.78,2000
249,1,5268.25,4820.85,4000
249,2,1523.66,1362.73,1000
249,3,10895.66,8580.58,4000
249,4,3045.05,2802.58,2000
249,5,1000.0,919.9,500
249,6,7977.92,6290.76,4000
249,7,3886.25,2962.02,2000
250,0,4290.23,3835.86,2000
250,1,5469.04,4573.26,4000
250,2,1559.61,1283.3,1000
250,3,11078.92,9157.9,8000
250,4,2571.86,2595.81,2000
250,5,1046.72,865.69,500
250,6,7680.98,6010.48,4000
250,7,3786.92,3090.55,2000
251,0,4147.66,3969.27,2000
251,1,5174.26,4286.02,2000
251,2,1564.69,1212.73,1000
251,3,10781.32,8190.58,4000
251,4,2803.35,2471.31,2000
251,5,1033.06,815.54,500
251,6,7636.58,6514.51,4000
251,7,3950.9,3046.76,2000
252,0,4233.11,3791.31,2000
252,1,5159.25,4958.5,4000
252,2,1474.4,1312.46,1000
252,3,10623.01,8247.74,4000
252,4,2590.7,2455.61,2000
252,5,1000.0,875.87,500
252,6,7825.5,7508.08,4000
252,7,3895.42,3107.12,2000
253,0,4477.12,3942.4,2000
253,1,5509.13,4611.77,4000
253,2,1380.1,1294.03,1000
253,3,10553.63,8111.16,4000
253,4,2331.62,2349.17,2000
253,5,1000.0,853.26,500
253,6,7816.35,7110.5,4000
253,7,4060.34,3239.68,2000
254,0,4356.54,3792.35,2000
254,1,5783.87,4579.28,4000
254,2,1674.08,1313.52,1000
254,3,10666.28,8695.34,4000
254,4,2352.31,2181.73,1000
254,5,1005.52,793.24,500
254,6,7220.27,6266.5,4000
254,7,4246.62,3700.48,2000
255,0,4397.9,3821.47,2000
255,1,5438.37,4884.79,4000
255,2,1601.54,1321.59,1000
255,3,10876.73,7968.07,4000
255,4,2089.51,2058.33,1000
255,5,1000.0,815.92,500
255,6,7163.5,5842.08,4000
255,7,4211.18,3616.21,2000
256,0,4183.81,4087.52,2000
256,1,5285.46,4888.49,4000
256,2,1769.33,1292.92,1000
256,3,10879.99,9824.08,8000
256,4,2044.7,1888.27,1000
256,5,1000.0,790.2,500
256,6,7486.51,6373.66,4000
256,7,4023.89,3903.57,2000
257,0,4092.5,3916.56,2000
257,1,4867.67,4550.22,4000
257,2,2074.71,1471.94,1000
257,3,10997.24,9023.88,8000
257,4,2000.0,1813.2,1000
257,5,1199.21,846.27,500
257,6,7243.32,6283.1,4000
257,7,4125.55,4009.34,2000
258,0,4100.37,3664.7,2000
258,1,5040.19,4338.41,2000
258,2,2237.87,1529.28,1000
258,3,11170.14,8887.92,4000
258,4,2068.28,1938.35,1000
258,5,1049.48,913.63,500
258,6,7242.63,6461.73,4000
258,7,3992.27,3683.1,2000
259,0,4396.91,3965.37,2000
259,1,5425.27,4596.92,4000
259,2,2154.89,1727.96,1000
259,3,11106.65,9782.95,8000
259,4,2000.0,1939.91,1000
259,5,1106.87,966.45,500
259,6,7523.86,6707.95,4000
259,7,3556.58,3800.44,2000
260,0,4501.6,4028.37,2000
260,1,5480.41,4585.7,4000
260,2,1964.25,1658.24,1000
260,3,11012.01,9789.9,8000
260,4,2224.67,1909.29,1000
260,5,1112.53,857.7,500
260,6,7688.74,7354.33,4000
260,7,3998.21,3672.7,2000
261,0,4298.87,4330.8,2000
261,1,5572.12,4240.1,2000
261,2,1853.18,1676.38,1000
261,3,11228.21,9369.21,8000
261,4,2262.52,2003.81,1000
261,5,1157.3,806.23,500
261,6,7493.09,7549.73,4000
261,7,4174.97,3589.64,2000
262,0,4266.14,4234.78,2000
262,1,5854.18,4318.81,2000
262,2,1721.8,1565.65,1000
262,3,11026.76,8624.09,4000
262,4,2515.09,2033.32,1000
262,5,1150.64,920.11,500
262,6,7837.71,6722.02,4000
262,7,4007.09,3740.83,2000
263,0,4105.86,4020.36,2000
263,1,6000.0,4730.88,4000
263,2,1523.95,1484.09,1000
263,3,11031.79,9370.14,8000
263,4,2559.99,2126.33,1000
263,5,1352.41,958.88,500
263,6,7927.64,7531.48,4000
263,7,3882.43,3696.36,2000
264,0,4000.0,3856.28,2000
264,1,5957.94,4808.74,4000
264,2,1534.21,1357.03,1000
264,3,10595.17,9372.46,8000
264,4,2642.9,2115.99,1000
264,5,1195.34,938.1,500
264,6,8355.4,7758.31,4000
264,7,4013.42,3604.55,2000
265,0,4021.75,3630.9,2000
265,1,5698.9,4234.32,2000
265,2,1662.72,1306.25,1000
265,3,10694.69,9578.96,8000
265,4,2741.55,2111.23,1000
265,5,1131.48,875.62,500
265,6,8468.02,7661.12,4000
265,7,3947.98,3352.62,2000
266,0,4277.46,3555.55,2000
266,1,5651.29,4155.94,2000
266,2,1576.61,1239.99,1000
266,3,10624.4,9767.36,8000
266,4,2886.39,2070.75,1000
266,5,1343.28,954.73,500
266,6,8310.99,7321.67,4000
266,7,3972.72,3182.06,2000
267,0,4228.52,3264.12,2000
267,1,5390.72,4118.37,2000
267,2,1662.17,1278.74,1000
267,3,10541.55,9659.35,8000
267,4,2756.72,2149.04,1000
267,5,1471.26,960.71,500
267,6,8318.35,7185.15,4000
267,7,4101.88,3135.11,2000
268,0,4341.54,3398.97,2000
268,1,5301.73,4306.76,2000
268,2,1666.55,1195.34,1000
268,3,10716.04,9427.59,8000
268,4,2448.58,2104.65,1000
268,5,1368.59,970.34,500
268,6,8432.68,7779.51,4000
268,7,4626.43,3382.15,2000
269,0,4415.34,3770.45,2000
269,1,5242.17,4419.45,2000
269,2,1604.97,1243.51,1000
269,3,11170.76,10068.23,8000
269,4,2742.88,1915.73,1000
269,5,1389.1,1011.13,500
269,6,7856.62,7258.84,4000
269,7,4536.18,3465.52,2000
270,0,4136.64,3525.83,2000
270,1,5541.4,4601.73,4000
270,2,1515.44,1142.26,1000
270,3,10752.15,10209.09,8000
270,4,2715.62,1801.26,1000
270,5,1394.26,1091.61,500
270,6,7896.77,7093.38,4000
270,7,4876.71,3400.22,2000
271,0,4316.89,3595.89,2000
271,1,5405.1,4333.48,2000
271,2,1954.53,1082.96,500
271,3,10503.56,9405.67,8000
271,4,2485.26,1943.43,1000
271,5,1309.45,1143.27,1000
271,6,7957.56,6506.99,4000
271,7,4759.16,3580.94,2000
272,0,4152.6,3762.14,2000
272,1,5230.67,4056.06,2000
272,2,1856.51,1165.67,1000
272,3,10406.92,9232.39,8000
272,4,2326.38,2065.57,1000
272,5,1340.7,1096.31,500
272,6,8047.65,5975.8,4000
272,7,4531.5,3806.27,2000
273,0,4000.0,3463.08,2000
273,1,5142.97,4111.68,2000
273,2,1822.35,1255.56,1000
273,3,10585.8,9509.12,8000
273,4,2000.0,1906.59,1000
273,5,1112.65,1051.6,500
273,6,8160.39,6091.98,4000
273,7,4783.18,3369.56,2000
274,0,4126.43,3558.95,2000
274,1,5121.3,4043.52,2000
274,2,2010.99,1410.64,1000
274,3,10687.31,9193.6,8000
274,4,2000.0,1935.18,1000
274,5,1000.0,1027.9,500
274,6,8359.85,6541.48,4000
274,7,4314.82,3401.71,2000
275,0,4152.16,3211.59,2000
275,1,4542.79,3940.18,2000
275,2,2262.01,1605.16,1000
275,3,10797.75,8614.1,4000
275,4,2306.76,1859.06,1000
275,5,1000.0,1000.94,500
275,6,8670.99,6547.97,4000
275,7,4872.7,3425.49,2000
276,0,4000.0,3301.86,2000
276,1,4745.19,4631.23,4000
276,2,2341.64,1829.78,1000
276,3,11012.28,8651.92,4000
276,4,2275.97,2124.25,1000
276,5,1090.39,1033.95,500
276,6,8559.58,7479.29,4000
276,7,5386.15,4310.32,2000
277,0,4084.49,3840.53,2000
277,1,4597.13,4749.9,4000
277,2,2488.0,2054.1,1000
277,3,11012.47,9601.08,8000
277,4,2447.44,2111.24,1000
277,5,1000.0,1096.81,500
277,6,8671.33,8613.95,4000
277,7,5226.51,4677.59,4000
278,0,4482.09,3654.5,2000
278,1,4454.84,4658.8,4000
278,2,2368.43,2060.38,1000
278,3,11022.7,9035.02,8000
278,4,2556.17,1974.97,1000
278,5,1000.0,970.04,500
278,6,8805.77,7976.36,4000
278,7,5303.1,4728.55,4000
279,0,4767.11,4308.43,2000
279,1,4245.57,4323.05,2000
279,2,2359.63,2046.04,1000
279,3,11134.34,9336.65,8000
279,4,2606.08,1964.47,1000
279,5,1164.13,983.14,500
279,6,8925.52,7112.09,4000
279,7,5087.78,4375.73,2000
280,0,4892.73,4390.5,2000
280,1,4022.88,4254.55,2000
280,2,2145.6,2017.44,1000
280,3,11151.67,9123.57,8000
280,4,2821.71,1956.73,1000
280,5,1000.0,916.33,500
280,6,9130.58,7289.86,4000
280,7,5292.1,4568.15,4000
281,0,4911.36,4415.27,2000
281,1,4279.29,3935.99,2000
281,2,2541.9,2031.03,1000
281,3,11301.19,9273.8,8000
281,4,2834.04,2232.47,2000
281,5,1108.37,865.13,500
281,6,9039.26,7780.21,4000
281,7,5889.09,4399.72,2000
282,0,4577.22,4030.84,2000
282,1,4613.45,3752.58,2000
282,2,2774.2,2147.25,1000
282,3,11381.25,9657.0,8000
282,4,3139.37,2420.38,2000
282,5,1128.46,851.51,500
282,6,9015.48,7015.14,4000
282,7,5805.83,4672.42,4000
283,0,4635.48,4216.83,2000
283,1,4433.94,3652.49,2000
283,2,2686.02,2192.08,1000
283,3,11438.9,9184.47,8000
283,4,2856.01,2326.71,2000
283,5,1180.95,861.73,500
283,6,8791.64,7546.43,4000
283,7,6000.0,4549.5,4000
284,0,4445.02,4103.11,2000
284,1,4486.53,3640.46,2000
284,2,2915.57,2137.34,1000
284,3,11244.38,8402.1,4000
284,4,3148.97,2644.66,2000
284,5,1405.66,923.06,500
284,6,8587.6,7480.04,4000
284,7,5636.24,4365.56,2000
285,0,4440.88,4582.57,4000
285,1,4657.36,3760.32,2000
285,2,3000.0,2291.78,2000
285,3,11189.35,8799.85,4000
285,4,3164.88,2903.92,2000
285,5,1349.9,1078.36,500
285,6,8218.2,7642.86,4000
285,7,5700.64,4530.59,4000
286,0,4463.97,4674.91,4000
286,1,4266.2,3612.44,2000
286,2,3000.0,2189.83,1000
286,3,11407.23,8963.79,8000
286,4,2852.08,2697.57,2000
286,5,1120.02,1017.53,500
286,6,8613.06,7897.03,4000
286,7,5547.7,4898.8,4000
287,0,4031.68,4534.4,4000
287,1,4754.43,3454.37,2000
287,2,2990.84,1960.02,1000
287,3,11220.03,8768.35,4000
287,4,2956.28,2493.01,2000
287,5,1295.09,987.83,500
287,6,8607.29,7397.59,4000
287,7,5867.34,4461.64,4000
288,0,4604.66,4325.24,2000
288,1,5221.3,3863.47,2000
288,2,2816.53,1983.3,1000
288,3,11615.56,8380.16,4000
288,4,2856.41,2518.1,2000
288,5,1314.47,953.69,500
288,6,8591.48,7843.89,4000
288,7,5702.4,4523.59,4000
289,0,4734.84,4408.91,2000
289,1,5139.35,3670.87,2000
289,2,2602.62,2143.12,1000
289,3,11714.03,9891.31,8000
289,4,3063.74,2594.75,2000
289,5,1219.72,1036.38,500
289,6,8664.28,7795.27,4000
289,7,5611.51,4940.99,4000
290,0,4680.71,3888.12,2000
290,1,4904.54,3806.68,2000
290,2,2802.51,2426.99,2000
290,3,11946.26,9991.42,8000
290,4,2912.52,2793.36,2000
290,5,1294.39,955.14,500
290,6,8798.63,7376.61,4000
290,7,5772.09,4910.43,4000
291,0,4641.25,3685.83,2000
291,1,4981.61,4021.72,2000
291,2,2712.45,2286.59,2000
291,3,11981.17,9571.79,8000
291,4,2930.85,2900.36,2000
291,5,1439.7,1029.51,500
291,6,9040.42,7229.38,4000
291,7,5895.58,5023.69,4000
292,0,4871.22,3844.93,2000
292,1,5236.34,4558.59,4000
292,2,2623.32,2097.38,1000
292,3,11827.14,9744.52,8000
292,4,2670.8,2601.73,2000
292,5,1544.52,1064.61,500
292,6,9402.63,7396.34,4000
292,7,5816.81,5415.3,4000
293,0,4384.39,3622.22,2000
293,1,5480.95,4793.34,4000
293,2,2501.74,2292.21,2000
293,3,12000.0,9882.06,8000
293,4,2653.69,2670.59,2000
293,5,1548.84,1117.74,1000
293,6,9356.35,7534.42,4000
293,7,6000.0,4864.43,4000
294,0,4732.4,3768.07,2000
294,1,5508.74,4810.19,4000
294,2,2699.47,2216.05,1000
294,3,11660.46,9351.19,8000
294,4,2542.87,2571.1,2000
294,5,1505.55,1167.09,1000
294,6,9327.72,7325.92,4000
294,7,6000.0,5031.31,4000
295,0,5427.39,3648.14,2000
295,1,5249.24,4430.88,2000
295,2,2496.4,2140.52,1000
295,3,11844.08,9861.09,8000
295,4,2023.59,2254.88,2000
295,5,1470.26,1029.37,500
295,6,9864.17,7604.88,4000
295,7,5613.77,4937.94,4000
296,0,5384.47,3895.6,2000
296,1,5523.86,4485.25,4000
296,2,2550.05,2173.37,1000
296,3,11860.2,9401.16,8000
296,4,2250.23,2029.79,1000
296,5,1481.1,1105.06,500
296,6,10378.62,7416.41,4000
296,7,5254.16,4535.85,4000
297,0,5413.68,4377.76,2000
297,1,5202.46,4626.3,4000
297,2,2682.06,2122.08,1000
297,3,11501.75,9916.23,8000
297,4,2332.76,1793.54,1000
297,5,1359.0,1148.39,1000
297,6,10287.2,7527.94,4000
297,7,5380.23,4566.01,4000
298,0,5536.54,4231.72,2000
298,1,5145.19,4932.46,4000
298,2,2511.51,2027.34,1000
298,3,11296.3,8568.83,4000
298,4,2658.41,1913.8,1000
298,5,1379.65,1098.59,500
298,6,10149.56,7960.84,4000
298,7,5507.65,4577.43,4000
299,0,5190.7,4455.68,4000
299,1,5370.62,5298.38,4000
299,2,2629.13,2077.92,1000
299,3,11071.79,9011.25,8000
299,4,2466.89,1912.49,1000
299,5,1310.46,1102.93,500
299,6,9586.36,7938.61,4000
299,7,5591.65,5132.31,4000
